mensaje_limpio,area
La maquina de tickets del parqueadero no da cambio. a revisar.,ADMINISTRACION
NUEVA ALERTA: Ce reporta carterista reportado involucrando a una pareja discutiendo a gritos en Banco Pichincha. el supervisor de turno en camino.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el ascensor panorámico, se está evaluando la falla. El estado actual es: en verificación.",MANTENIMIENTO
Un gringo pregunta dnd comer comida de aka. lo mande al 3er piso.,RECEPCION
"Ay unos estudiantes asiendo encuestas, tienen permiso??",ADMINISTRACION
El influencer para el concierto en la plaza no contesta... pilas con eso.,MERCADEO
"Suban historias a insta!! q se vea el ambiente, la gente disfrutando.",ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en la entrada de la Av. Orellana fue advertido por obstrucción de ruta de evacuación con mercadería. Se corrije la postura.,SEGURIDAD
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
El la escalera eléctrica del subsuelo 2 ase un ruido feo. q un tecnico lo revise mañana.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si tienen servicio de empaque de regalos. Se confirma la información para estandarizar respuesta.,RECEPCION
"Gente, ya está el post de buenos días en Instagram? avisen cdo esté live.",MERCADEO
Sin accidentes que reportar hoy. Excelente jornada.,ADMINISTRACION
NUEVA ALERTA: Ce reporta activación indebida de manguera de incendios involucrando a un grupo de 3 jóvenes en Noe Sushi Bar. el anfitrión de servicio al cliente en camino.,SSO
Iniciando la revision diaria de luces del parqueadero.,ADMINISTRACION
El Community Manager dice q hay un troll en los comentarios de TikTok. Ojo con eso.,MERCADEO
NUEVA ALERTA: Ce reporta conato de riña involucrando a un individuo con mochila y gorra en Crepes Waffles. el prevencionista en camino.,ADMINISTRACION
TRABAJO FINALIZADO: El la compactadora de basura a sido reparado. Queda operativo. Estado final: escalada a gerencia.,MANTENIMIENTO
El Prevencionista esta dando la buelta de berificacion. todo ok x ahora.,ADMINISTRACION
La puerta del cuarto de basura quedo abierta. asegurando.,MANTENIMIENTO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un coche para bebé. el supervisor de turno brindando asistencia.,RECEPCION
Se va a cortar la luz 5 minutos en el sector norte para un arreglo. avisen a los locales.,MANTENIMIENTO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita una silla de ruedas. el prevencionista brindando asistencia.,RECEPCION
Recordatorio automatico: la campaña de Black Friday se activa en 48h. Todo listo?,MERCADEO
Monitoreo preventivo: Operador de cámaras reporta un vendedor informal con actitud inusual en el patio de comidas. Ce mantiene vijilancia activa.,ADMINISTRACION
El gerente del Cinemark kiere ayuda pa cerrar. mandando a alguien.,ADMINISTRACION
El Anfitrión ta ayudando a un cliente a encontrar su carro.,RECEPCION
La campaña del dia del padre ya tiene el arte aprobado. Bien ahi Community Manager!,MERCADEO
ALERTA DE RIESGO: Se detecta material inflamable mal almacenado en la sala de lactancia. el paramédico y se despeja la ruta de evacuación.,SSO
Ok enterado. sigo biendo x las camaras ese sector.,SEGURIDAD
ALERTA DE RIESGO: Se detecta piso mojado sin señalizar en Claro. la unidad motorizada Alpha1 y se despeja la ruta de evacuación.,SSO
Rebision de bombas de agua lista. la presion esta estable. todo bn.,MANTENIMIENTO
MAÑANA 10AM SIMULACRO DE INSENDIO. no se asusten.,SSO
El asensor de carga ta ocupado. lo liveran en 10 min.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el allazgo de un paraguas negro en GMO. Se custodia en recepción bajo el código 716.,RECEPCION
Capasitacion de como usar extintores al personal nuevo a las 3pm. no falten.,SSO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Payless fue advertido por material inflamable mal almacenado. Se corrije la postura.,SEGURIDAD
En la camara 12 se ve una pers desorientada. q un guardia se aserque a ayudar.,SEGURIDAD
Yaman a preguntar si pueden entrar con perros. les dije q si pero con las reglas.,RECEPCION
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas TBE1070.,RECEPCION
Inspeccion de la escalera de emergencia. esta limpia y con la puerta funcional.,MANTENIMIENTO
Se actualizó el mapa de riesgos del centro comercial. a socializarlo.,SSO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita una silla de ruedas. el personal de limpieza brindando asistencia.,RECEPCION
Se actualizó el mapa de riesgos del centro comercial. a socializarlo.,SSO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita ayuda para encontrar un vehículo en el parqueadero. el operador de cámaras brindando asistencia.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de un paraguas negro en Claro. Se custodia en recepción bajo el código 709.,RECEPCION
Inspecion de extintores del ala norte: todos bien y sin cosas estorbando (Y),SSO
Se registra el objeto perdido 234: un paraguas.,RECEPCION
Cerrando y asegurando todos los accesos del mall. Buenas noches.,ADMINISTRACION
Se acavo el desinfetante. pasando el dato a compras.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en la bomba de agua del subsuelo 1 ubicado en Explorer. Síntoma: vibración excesiva.,MANTENIMIENTO
TRABAJO FINALIZADO: El el extractor de olores del patio de comidas a sido reparado. Queda operativo. Estado final: siendo atendida.,MANTENIMIENTO
Chekeando los EPP del personal de mantenimiento. todo en orden.,MANTENIMIENTO
Dejemos lista la grilla de contenidos para mañana. Asi empezamos mas tranquilos.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en el ascensor panorámico ubicado en Claro. Síntoma: apagado repentino.,MANTENIMIENTO
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
Terminamos x oy. todo serado con yave.,ADMINISTRACION
"La impresora no tiene tinta... justo aora . mantenimiento, auxilio!",MANTENIMIENTO
"SEGUIMIENTO: Sobre el caso de intento de hurto en el parqadero subterráneo 2, ce despaca unidad al punto. El estado actual es: pendiente por repuesto.",SEGURIDAD
SEGUIMIENTO SSO: La condición de uso incorrecto de EPP por contratista en Sweet Coffee a sido mitigada. Estado actual: siendo atendida.,SSO
"Necesito q aprueben el diseño para el post de la tarde. Lo mandé al grupo, chekeenlo.",ADMINISTRACION
La campaña del dia del padre ya tiene el arte aprobado. Bien ahi Coordinador de Mkt!,MERCADEO
El extractor de olores de la plaza de comidas esta fallando. Tecnico en camino.,MANTENIMIENTO
Sin accidentes que reportar hoy. Excelente jornada.,ADMINISTRACION
Recordatorio: usen guantes para manejar quimicos de limpieza.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en una luminaria del parqueadero P3 ubicado en Sweet Coffee. Síntoma: apagado repentino.,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre carterista reportado a sido controlada. el supervisor de turno reporta normalidad en la zona. Estado final: cerrada con observación.,ADMINISTRACION
No se olviden de subir todas las fotos y videos del lanzamiento de colección al drive.,ADMINISTRACION
Reporto q el el ascensor de carga no funsiona. ya avisamos y pusimos un papelito.,MANTENIMIENTO
NUEVA ORDEN DE TRABAJO: Falla reportada en el ascensor panorámico ubicado en Todo Hogar. Síntoma: goteo constante.,MANTENIMIENTO
Oigan a q ora habre el KFC? preguntan mucho.,RECEPCION
Se atendio a una pers con un corte en la mano. nada grabe.,ADMINISTRACION
SEGUIMIENTO SSO: La condición de andamio sin señalizar en Lee a sido mitigada. Estado actual: reportada.,ADMINISTRACION
Se va a cortar la luz 5 minutos en el sector norte para un arreglo. avisen a los locales.,MANTENIMIENTO
Ojo un carro placa PXX1234 esta blokeando la salida. yamen al dueño x alta bos.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en la puerta automática del acceso principal ubicado en el pasillo central. Síntoma: vibración excesiva.,MANTENIMIENTO
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una funda de De Prati en Movistar. Se custodia en recepción bajo el código 264.,RECEPCION
"Empezó el concierto en la plaza!!! full gente, hagamos live en insta AHORA.",ADMINISTRACION
"Quien tiene los datos del los nuevos seguidores de hoy? Pasen para el informe, es para mañana a primera hora.",ADMINISTRACION
Revisando los kpis de ayer... nada mal eh. A ver si hoy los rompemos.,ADMINISTRACION
Se terminó de limpiar el ducto de basura. todo ok.,MANTENIMIENTO
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas PCU6077.,RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de DEA (Desfibrilador) en el cector de Sukasa. Novedades cerán reportadas.,ADMINISTRACION
Un trabajador de linpiesa se resvalo. no se lastimo pero hay q usar los sapatos correctos.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en el tablero eléctrico del ala sur ubicado en Explorer. Síntoma: baja presión.,MANTENIMIENTO
Wenos dias equipo! a darle con todo.,ADMINISTRACION
Rondin en el plaza de comidas todo 104.,ADMINISTRACION
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas PDE5025.,RECEPCION
Se solicita presencia en el Etafashion por conato de discusion.,SEGURIDAD
"La escalera q sube al cine se daño. ya tamos biendo, no funsiona x ahora.",ADMINISTRACION
Monitoreo preventivo: Operador de cámaras reporta un cliente en estado etílico con actitud inusual en el pasillo central. Ce mantiene vijilancia activa.,RECEPCION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en la zona bancaria fue advertido por andamio sin ceñalizar. Se corrije la postura.,SEGURIDAD
Un trabajador de linpiesa se resvalo. no se lastimo pero hay q usar los sapatos correctos.,ADMINISTRACION
"Quien tiene los datos del la asistencia de hoy? Pasen para el informe, es para mañana a primera hora.",ADMINISTRACION
Una cliente necesita ayuda para subir sus compras al taxi. Recepcionista ayudando.,RECEPCION
Monitoreo preventivo: Operador de cámaras reporta el conductor de un Spark GT rojo con actitud inusual en Marathon Sports. Ce mantiene vijilancia activa.,ADMINISTRACION
"Suban historias a insta!! q se vea el ambiente, la gente disfrutando.",ADMINISTRACION
ALERTA DE RIESGO: Se detecta piso mojado sin ceñalizar en la azotea técnica. la unidad motorizada Alpa1 y ce activa el protocolo de emergencias.,SSO
Se está cambiando un vidrio roto en la bodegas. Area acordonada.,ADMINISTRACION
El Técnico polivalente está lubricando las puertas de metal.,MANTENIMIENTO
Se encontró un cel tirado en el parqueadero. se entrega a recepcion.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de un paraguas negro en Explorer. Se custodia en recepción bajo el código 339.,RECEPCION
"Acabo de ver una mencion del mall en las noticias locales, super positivo!",ADMINISTRACION
PILAS un contratista esta trabajando arriva sin arnes. se detiene el trabajo YA.,ADMINISTRACION
ALERTA DE RIESGO: Se detecta andamio sin señalizar en el pasillo central. el personal de limpieza y se brinda primeros auxilios.,SSO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita una silla de ruedas. el anfitrión de servicio al cliente brindando asistencia.,RECEPCION
El paramedico ta en la enfermeria x siakaso.,ADMINISTRACION
Ojo un carro placa PXX1234 esta blokeando la salida. yamen al dueño x alta bos.,ADMINISTRACION
La puerta contra insendios del isla de ventas no puede estar trabada. kien puso eso?,MANTENIMIENTO
Impresionante la cantidad de gente en el sorteo del auto. Esto es un éxito!!!,ADMINISTRACION
CIERRE DE CASO: La novedad sobre intento de hurto a sido controlada. el operador de cámaras reporta normalidad en la zona. Estado final: en verificación.,SEGURIDAD
ALERTA DE RIESGO: Se detecta material inflamable mal almacenado en Marathon Sports. el anfitrión de cervicio al cliente y ce activa el protocolo de emergencias.,SSO
Recordatorio: usen guantes para manejar quimicos de limpieza.,ADMINISTRACION
Mantenimiento prebentivo del la puerta automática terminado. sin nobedades.,MANTENIMIENTO
El Supervisor en moto empeso la ronda en el parkeadero. les abiso cualkier cosa.,ADMINISTRACION
"La escalera q sube al cine se daño. ya tamos biendo, no funsiona x ahora.",ADMINISTRACION
CIERRE DE CASO: La novedad sobre vehículo abandonado a sido controlada. la unidad motorizada Alpa1 reporta normalidad en la zona. Estado final: pendiente por repuesto.,ADMINISTRACION
SEGUIMIENTO SSO: La condición de cable expuesto en pasillo en Pizza Hut a sido mitigada. Estado actual: pendiente por repuesto.,ADMINISTRACION
Una cliente necesita ayuda para subir sus compras al taxi. Recepcionista ayudando.,RECEPCION
La maquina de tickets del parqueadero no da cambio. a revisar.,ADMINISTRACION
Encontramos una mochila en la zona de cines. la llevamos a recepcion.,ADMINISTRACION
Monitoreo preventivo: Operador de cámaras reporta el conductor de un Spark GT rojo con actitud inusual en Adidas. Ce mantiene vijilancia activa.,ADMINISTRACION
Recibido reporte de un inodoro tapado en los baños familiares. q asco... ya vamos.,MANTENIMIENTO
El influencer para el sorteo del auto no contesta... pilas con eso.,MERCADEO
CIERRE DE CASO: La novedad sobre activación indebida de manguera de incendios a sido controlada. el supervisor de turno reporta normalidad en la zona. Estado final: cerrada con obcervación.,SSO
Se presto el ultimo cargador portatil que tenianios.,RECEPCION
Wenos dias! el punto de info ya esta abierto.,RECEPCION
Inicio de ronda en el perimetro. sin nobedad.,ADMINISTRACION
Oigan a q ora habre el Supermaxi? preguntan mucho.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de un paraguas negro en Supercines. Se custodia en recepción bajo el código 918.,RECEPCION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita información sobre una tienda específica. el paramédico brindando asistencia.,RECEPCION
Recibido reporte de un inodoro tapado en los baños familiares. q asco... ya vamos.,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre vandalismo en baños a sido controlada. el anfitrión de servicio al cliente reporta normalidad en la zona. Estado final: pendiente por repuesto.,MANTENIMIENTO
Reporto q el la escalera eléctrica no funsiona. ya avisamos y pusimos un papelito.,ADMINISTRACION
No se olviden de subir todas las fotos y videos del activación con influencers al drive.,MERCADEO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Movistar fue advertido por activación de detector de humo. Se corrije la postura.,SEGURIDAD
"Dia tranki. la prebension funsiona, sigamos asi.",ADMINISTRACION
Reporto q el la bomba de agua no funsiona. ya avisamos y pusimos un papelito.,MANTENIMIENTO
Se encontró un cel tirado en el parqueadero. se entrega a recepcion.,ADMINISTRACION
Me confirman asta q hora es el feriado? para dar bn la info.,ADMINISTRACION
ALERTA DE RIESGO: Se detecta piso mojado sin señalizar en Claro. el supervisor de turno y se despeja la ruta de evacuación.,SSO
Se acavo el desinfetante. pasando el dato a compras.,ADMINISTRACION
